,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,為替レート,,自動,,自動,,,,,,
,仕入れ表,仕入れ元データ,仕入れ表,,ペイメント,仕入れ表,仕入れ表,,,ペイメント,手動,,,,,売れた日の為替,,,仕入れ元データ,,,,,,手動,
同梱,カスタムラベル(SKU),Order number,仕入れ日,販売日,出金日,商品名,仕入れ金額(送料込み),販売金額,販売金額（￥）,手数料合計,広告費(PL),shopee手数料,サービス料,取引手数料,Payout金額,販売時の為替,出金時の為替（ペイオニア手数料含む）,受取金額,海外送料,手数料消費税還付,消費税還付,最終損益,利益率,売れるまでの日数,(国内)送り状番号,(SLS)送り状番号
,20260316_ishida_ph_01,260409CMPGHQ7A,2026/4/10,2026/4/9,#N/A,Nendoroid Character Vocal Series 03 Megurine Luka Megurine Luka 2.0 Non-Scale Plastic Painted Action Figure,"¥5,800 ","₱3,007.00","¥8,029",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,₱206.00,#N/A,¥527,#N/A,#N/A,24,2790-9654-5523,
,20260325_machida_ph_01_4,260409D1BWB6VV,2026/4/10,2026/4/10,#N/A,Tamiya 1/12 Electric RC Car Series No. 347 Lunch Box 2005 58347 - High-Performance Remote Control Car[Direct from Japan],"¥8,800 ","₱5,610.00","¥14,979",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,431.00",#N/A,¥800,#N/A,#N/A,16,2790-9654-5501,
,20260325_machida_ph_01_5,260410EJ8N20FQ,2026/4/10,2026/4/10,#N/A,Tamiya 1/12 Electric RC Car Series No. 347 Lunch Box 2005 58347 - High-Performance Remote Control Car[Direct from Japan],"¥8,800 ","₱5,610.00","¥14,979",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,481.00",#N/A,¥800,#N/A,#N/A,16,2790-9665-5865,PH264784166610X
,20260323_machida_ph_01,260411GF9BQ95D,2026/4/13,2026/4/11,#N/A,Tamiya 1/10 Electric RC Car Series No.662 Comical Grasshopper (WR-02CB Chassis) Off-Road 58662 【Direct from Japan】,"¥13,547 ","₱7,810.00","¥20,853",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,356.00",#N/A,"¥1,232",#N/A,#N/A,19,2790-9665-6016,PH262482129761E
,20260318_machida_ph_03,260411GYVYDNY9,2026/4/13,2026/4/11,#N/A,TAMIYA 1/10 Electric R/C Car Series No.570 Lancia Delta Integrale (TT-02 Chassis) Onroad 58570,"¥9,800 ","₱5,792.00","¥15,465",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,有在庫へ,#N/A,¥891,#N/A,#N/A,46123,,
,20260320_machida_ph_01_2,260411H0DGP0TD,,2026/4/11,#N/A,TAMIYA 1/12 Electric RC Car Series No. 547 Midnight Pumpkin Black Edition 58547,仕入れ無,"₱6,549.00","¥17,486",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,,#N/A,#VALUE!,#N/A,#N/A,46123,,
,20260409_machida_ph_01,260411HMFJMCEX,2026/4/13,2026/4/11,#N/A,[Direct From Japan] 1/12 Scale Electric RC Assembly Kit: Midnight Pumpkin Metallic Special,"¥8,800 ","₱5,638.00","¥15,053",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,531.00",#N/A,¥800,#N/A,#N/A,2,2790-9665-6053,PH2603448427901
,20260318_machida_ph_01_3,260411J0WJXVRG,2026/4/13,2026/4/12,#N/A,Tamiya 1/10 Electric RC Car Series No.571 Porsche 911 Carrera RSR (TT-02 Chassis) On-Road 58571 [New] [Authentic] [Shipped from Japan],"¥10,300 ","₱6,441.00","¥17,197",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,206.00",#N/A,¥936,#N/A,#N/A,25,2790-9665-5946,PH268524316165D
,20260213_koyanagi_09,260412M1BUBG7P,2026/4/13,2026/4/12,#N/A,Nintendo Gameboy Advance Pokémon Ruby Japanese No Package,"¥1,898 ",SGD21.97,#VALUE!,#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,返送なし,#N/A,¥173,#N/A,#N/A,58,,
,20260318_machida_ph_01_4,260413NHXW45P1,2026/4/13,2026/4/13,#N/A,Tamiya 1/10 Electric RC Car Series No.571 Porsche 911 Carrera RSR (TT-02 Chassis) On-Road 58571 [New] [Authentic] [Shipped from Japan],"¥10,561 ","₱6,441.00","¥17,197",#N/A,$0.00,#N/A,#N/A,#N/A,#N/A,2.67,#N/A,#N/A,"₱1,281.00",#N/A,¥960,#N/A,#N/A,26,2790-9686-9715,PH2667130573865
